sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
38,0.75,0.5,0.75,0.5,0.25,0.75,0,0.75,0.5,0.5,0.5,0.75,
39,0.75,0.25,0.25,0.25,0.75,0.5,0.75,0.25,0,0,0.5,0.75,
40,0.5,0.5,0.75,0.5,0.25,0.75,0.25,0,0.5,0.5,0,0.5,
41,0.75,0.25,0,0.75,0,0.75,0,0.5,0.25,0,0,0,
42,0.25,0,0.75,0.25,0.25,0.5,0.75,0,0,0.25,0,0.25,
43,0.5,0.75,0.75,0,0.25,0.5,0.5,0.25,0.25,0.75,0.25,0.5,
44,0.5,0.5,0.25,0.75,0.75,0.75,0.75,0.75,0,0,0.25,0,
45,0.5,0.5,0.25,0.75,0,0,0.75,0,0.25,0.25,0.75,0.75,
46,0,0.5,0,0.75,0.75,0.75,0.5,0.25,0.5,0.5,0,0.5,
47,0,0.5,0.75,0.25,0,0.25,0.75,0.5,0,0,0.5,0,
48,0.75,0.25,0,0.5,0,0,0.25,0.25,0,0,0.25,0.5,
49,0.75,0,0.5,0.25,0.5,0.5,0,0.25,0,0.25,0.5,0.75,
50,0.75,0,0.25,0.75,0.25,0.25,0,0.25,0,0.25,0.5,0.25,
51,0.5,0.25,0,0,0.75,0.75,0.25,0.25,0.25,0.75,0,0.5,
52,0,0.75,0.75,0,0.75,0.5,0,0,0.25,0.5,0.5,0.5,
53,0.5,0.75,0.25,0.75,0.5,0,0.25,0.5,0.25,0,0.5,0.5,
54,0,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0,0.75,
55,0.25,0.25,0.25,0,0.25,0.75,0.75,0.5,0.5,0.5,0.75,0,
56,0,0,0.75,0.5,0.5,0,0,0.75,0.5,0.75,0.5,0.25,
57,0.25,0.75,0.25,0,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,
58,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0,0,0.5,0.25,
59,0.25,0.25,0.5,0.5,0.25,0.75,0.5,0.75,0,0,0.25,0.75,
60,0,0.75,0.25,0.75,0.25,0.5,0.25,0.75,0,0.75,0.25,0.5,
61,0.5,0.5,0,0,0.5,0.25,0.25,0,0,0.75,0,0.5,
62,0.25,0.75,0,0,0.5,0.25,0.75,0.75,0,0.25,0.5,0.25,
63,0.75,0.25,0.5,0.25,0.75,0.25,0.75,0,0.25,0.5,0.5,0.75,
64,0.75,0.5,0.75,0.5,0.25,0,0.25,0.25,0.25,0.75,0.5,0,
65,0.75,0.5,0.25,0.25,0.75,0,0.5,0.5,0.5,0.5,0.75,0.5,
66,0.25,0,0.25,0.25,0.75,0,0,0.5,0.5,0.25,0.75,0.75,
67,0.25,0.75,0.25,0.5,0.25,0.25,0,0.75,0.5,0.75,0,0.25,
68,0.5,0.75,0.5,0,0.5,0.75,0,0.75,0,0,0,0.25,
69,0.5,0.5,0.5,0.5,0.25,0.75,0.25,0.75,0.25,0.75,0,0.5,
