sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
41,0.5,0.75,0.5,0.5,0.75,0.25,0.5,0,0.5,0.5,0,0.75,
42,0.75,0.25,0.75,0.5,0,0,0.25,0.25,0.75,0.25,0,0,
43,0.5,0.25,0.5,0.75,0.5,0.25,0.75,0,0.75,0.5,0.5,0.25,
44,0,0,0.75,0,0.25,0.75,0.25,0.25,0.5,0.5,0.5,0.75,
45,0.25,0.25,0.75,0.5,0.25,0.5,0,0,0.25,0.5,0.25,0,
46,0.25,0.75,0,0.75,0.5,0.25,0,0.5,0.25,0.25,0.5,0.5,
47,0,0,0.25,0.75,0,0.75,0.25,0.75,0.25,0.75,0.25,0.25,
48,0.75,0.75,0.25,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0,0.5,
49,0.25,0.75,0.75,0,0.75,0.75,0.25,0,0.75,0.25,0,0,
50,0.25,0.75,0.5,0.75,0.75,0.25,0.5,0,0.25,0.25,0.75,0,
51,0.25,0.75,0,0.75,0,0.25,0.75,0.75,0.5,0.5,0.75,0.75,
52,0.5,0,0.75,0.75,0.25,0.25,0.75,0.75,0,0.5,0,0.75,
53,0.25,0,0.5,0.5,0,0.75,0.25,0.25,0.75,0.5,0.75,0.5,
54,0.25,0.25,0,0,0,0.75,0.25,0.75,0.5,0.5,0,0.5,
55,0.25,0.25,0.5,0,0,0.75,0,0.5,0.5,0.25,0.5,0,
56,0.5,0.5,0.5,0.25,0.75,0.75,0.5,0,0,0.75,0,0.25,
57,0.75,0.75,0,0.25,0.25,0.25,0.5,0.75,0.25,0.5,0.75,0.5,
58,0.25,0,0,0.25,0.75,0.75,0.75,0.25,0,0.75,0.25,0.5,
59,0.25,0.25,0,0.5,0,0.75,0.5,0,0.25,0.75,0.5,0.75,
60,0.75,0.5,0.25,0.5,0,0.75,0.5,0.25,0,0.5,0,0,
61,0,0.75,0.25,0.75,0.75,0.75,0,0,0.5,0.25,0,0,
62,0.25,0.75,0,0,0.5,0,0.75,0,0.5,0,0.75,0.25,
63,0,0,0.25,0,0,0.5,0,0.5,0.25,0.75,0.25,0.5,
64,0.75,0,0,0,0.75,0.25,0,0.75,0.5,0.75,0.75,0.5,
65,0.5,0.5,0.75,0,0.75,0.75,0,0.25,0,0,0,0,
66,0.5,0,0,0,0,0,0.25,0,0,0,0.5,0.25,
67,0.25,0,0.75,0.75,0.75,0.5,0.25,0.75,0.5,0.25,0.75,0.5,
68,0.75,0.75,0.75,0.75,0.5,0.25,0,0.75,0.5,0,0.75,0,
69,0,0,0,0.25,0,0.25,0.5,0,0,0.5,0.5,0.5,
