sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
27,0.5,0.5,0,0.25,0.5,0.25,0.25,0.25,0.75,0,0.25,0.5,
28,0,0.75,0.75,0.5,0.25,0.25,0.5,0.5,0.75,0.5,0.25,0,
29,0.75,0.75,0.75,0,0.75,0.5,0.5,0.75,0.75,0,0,0.25,
30,0,0.25,0,0.5,0.25,0,0.25,0.25,0.75,0.5,0.75,0.25,
31,0.5,0,0.25,0.75,0.25,0.25,0.5,0.25,0.25,0.5,0.75,0.75,
32,0.75,0,0.5,0,0.75,0.5,0.5,0.75,0,0.75,0,0.25,
33,0.75,0,0.75,0.25,0.25,0.5,0.5,0.75,0.25,0,0,0,
34,0.25,0.5,0,0.25,0.75,0.75,0.25,0.25,0.75,0,0.75,0.5,
35,0,0.25,0,0.25,0.5,0,0.5,0.5,0.5,0.75,0,0,
36,0.5,0,0.75,0.5,0.5,0,0.25,0.5,0.25,0,0.5,0.75,
37,0.5,0,0.5,0,0.25,0.5,0.5,0.5,0,0.25,0.5,0.5,
38,0,0.25,0,0.25,0,0.75,0.5,0.75,0.25,0,0,0.5,
39,0.5,0.75,0.5,0.25,0.5,0,0.5,0,0.25,0.75,0.5,0,
40,0.5,0.25,0,0.25,0.25,0.25,0.75,0.5,0.5,0.75,0.25,0,
41,0.75,0.25,0.75,0.5,0,0.25,0.25,0.5,0.75,0.75,0.75,0.25,
42,0.25,0.25,0.75,0.25,0.5,0.5,0.75,0.5,0.75,0.25,0.75,0.5,
43,0.5,0.5,0.25,0.75,0.25,0,0,0.25,0.5,0,0.5,0,
44,0.5,0,0.75,0,0,0,0.25,0.75,0.5,0,0.25,0.25,
45,0,0.5,0.75,0.75,0.5,0.25,0.25,0.75,0.25,0.5,0.75,0.25,
46,0.5,0.5,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.75,
47,0.75,0,0.75,0.25,0.75,0,0,0.5,0,0.5,0,0.25,
48,0.25,0,0.25,0.75,0,0,0.5,0.75,0.5,0,0.25,0.25,
49,0.75,0,0.5,0.75,0.5,0.5,0.75,0.5,0,0.75,0.75,0,
50,0.75,0.75,0.5,0.25,0.25,0,0.25,0.75,0,0.5,0.75,0.5,
51,0.5,0.5,0,0.75,0,0.75,0,0.5,0.75,0.5,0.25,0.5,
52,0.5,0.5,0.25,0.5,0,0.25,0.5,0.75,0.5,0,0,0,
53,0,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0,0.5,
54,0,0.25,0.5,0.75,0.5,0,0.25,0,0.75,0.25,0.25,0.25,
55,0.75,0.25,0.25,0,0.25,0.25,0.5,0,0,0,0.75,0.5,
56,0.25,0.75,0.5,0.75,0,0.5,0,0.5,0.25,0.75,0.5,0.5,
57,0.25,0,0,0.75,0.25,0,0,0.75,0,0.25,0,0.75,
58,0.25,0.75,0.25,0,0.25,0.75,0.75,0.75,0.5,0,0.25,0.5,
59,0.5,0.25,0.25,0.25,0.25,0.75,0.25,0.5,0.5,0.5,0.5,0.5,
60,0.75,0,0.5,0.75,0.75,0,0.75,0.25,0,0,0,0,
61,0.75,0.25,0,0.25,0.75,0.75,0.75,0.25,0,0,0,0.25,
62,0.5,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0.5,0.5,0,
63,0.75,0,0.25,0.75,0,0,0.25,0.25,0.25,0,0,0.25,
64,0.25,0.25,0.5,0.75,0,0.25,0.75,0.25,0.75,0.5,0.75,0.5,
65,0.75,0,0.5,0,0,0.25,0.25,0.5,0.25,0.25,0.5,0.5,
66,0,0.75,0.75,0.25,0.25,0.25,0.5,0,0,0.75,0.25,0,
67,0,0.5,0.75,0.5,0.5,0.75,0.75,0.25,0,0,0.5,0.25,
68,0,0.5,0,0.5,0.25,0,0.25,0.25,0.5,0.75,0.75,0.25,
69,0.75,0,0.25,0.75,0.25,0.25,0.5,0.25,0,0.25,0.25,0,
