sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
37,0,0.75,0.75,0.5,0.25,0.5,0,0.75,0.25,0.75,0.5,0.75,
38,0.5,0,0.25,0.5,0.75,0.5,0.5,0,0.75,0.25,0.5,0.5,
39,0,0,0,0.5,0.25,0.25,0.5,0.25,0.75,0,0.75,0.75,
40,0.25,0.5,0.5,0,0.5,0,0.25,0.75,0.75,0,0.5,0.25,
41,0.5,0.75,0,0.25,0.5,0,0.25,0.5,0.75,0.75,0.75,0.25,
42,0.5,0.5,0,0.5,0.5,0.25,0.25,0,0.5,0.75,0.25,0.75,
43,0,0,0.5,0.25,0.5,0,0.25,0.5,0.25,0.75,0.5,0.75,
44,0.5,0.75,0.25,0,0.75,0,0.5,0,0.5,0,0.25,0.75,
45,0,0.75,0.25,0.75,0.75,0.5,0.75,0.25,0,0.25,0.25,0.25,
46,0.75,0.25,0.5,0.5,0.75,0,0.25,0,0,0.25,0,0.75,
47,0.75,0.75,0.75,0.75,0,0.75,0.5,0.5,0.75,0.5,0,0.75,
48,0,0.25,0.25,0.5,0.25,0,0.75,0,0.5,0.5,0.25,0,
49,0.25,0.5,0.75,0.25,0.75,0.5,0,0.75,0.5,0,0.75,0,
50,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.75,0.25,0,0.75,0.25,
51,0.5,0.75,0.5,0.5,0.5,0,0,0.25,0.25,0,0,0.25,
52,0.5,0.5,0,0.75,0,0.5,0.5,0,0.25,0,0,0,
53,0.5,0.25,0.75,0.75,0.5,0.25,0.5,0,0,0,0,0.25,
54,0.5,0.5,0.75,0.75,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.75,
55,0.5,0.75,0.75,0.75,0.75,0.25,0,0.5,0,0.5,0,0.75,
56,0,0.75,0,0.25,0.5,0.5,0,0.25,0.5,0.5,0.75,0.75,
57,0,0.5,0.5,0.75,0.25,0.25,0.75,0,0,0.75,0.25,0,
58,0.5,0.75,0.5,0.25,0.5,0.75,0.25,0.75,0.25,0.75,0.25,0.25,
59,0.75,0,0,0.75,0.25,0,0.5,0,0,0,0.25,0,
60,0.25,0,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0,
61,0.5,0.75,0.5,0,0,0.5,0,0.25,0.5,0.5,0.25,0,
62,0.5,0,0,0.75,0.25,0.5,0.75,0,0.25,0.5,0.5,0.75,
63,0,0,0.25,0,0,0.75,0,0.5,0,0.25,0.25,0.25,
64,0.75,0.75,0,0.75,0.5,0.5,0,0.75,0.5,0.5,0.25,0.25,
65,0.5,0.75,0.25,0.25,0.75,0.25,0.25,0,0.5,0.5,0,0.75,
66,0.25,0,0.5,0.5,0.5,0.25,0.5,0.75,0.25,0,0.25,0.25,
67,0.75,0,0.25,0.25,0.75,0.75,0.25,0,0.25,0.25,0.5,0.75,
68,0.25,0.25,0.5,0,0.75,0,0.25,0.25,0.5,0,0.75,0,
69,0,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0.5,0.5,0.5,0,
