sample,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,
22,0.75,0.25,0,0.25,0.75,0,0.75,0,0.5,0.25,0.75,0.25,
23,0,0,0.75,0,0.5,0.5,0.5,0,0.75,0,0,0.25,
24,0.5,0.5,0,0,0.25,0.75,0.25,0.5,0.25,0.25,0.75,0.25,
25,0.5,0.75,0.25,0.75,0.25,0.5,0,0,0.5,0.5,0.75,0.25,
26,0.5,0.25,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0,0.5,0,
27,0,0.25,0.75,0.25,0,0.25,0,0.25,0.25,0.5,0.75,0.5,
28,0.5,0.25,0.5,0.75,0.75,0.25,0.25,0.75,0.25,0,0.25,0,
29,0,0,0,0,0,0.25,0.5,0.75,0.5,0.5,0.25,0.75,
30,0.5,0.5,0.75,0.25,0.25,0.5,0.5,0,0.25,0.5,0.5,0.75,
31,0,0.75,0.75,0,0.5,0.75,0.25,0.75,0.75,0.25,0,0.5,
32,0.5,0,0.75,0.5,0,0.5,0,0.75,0.75,0.5,0.5,0.25,
33,0,0.75,0.5,0.75,0.25,0.5,0.75,0,0.75,0.25,0.75,0,
34,0.75,0.5,0,0.25,0,0.75,0.5,0.75,0.25,0.5,0.25,0.5,
35,0,0.25,0,0.5,0.25,0,0.25,0.75,0.75,0.5,0.25,0.75,
36,0,0,0.75,0.25,0,0.75,0,0.25,0.25,0.25,0,0.75,
37,0.5,0.25,0.5,0.25,0.75,0.75,0.75,0.75,0.25,0,0.75,0.75,
38,0.75,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.75,0,0,0,
39,0.25,0.25,0.5,0,0.25,0,0.25,0,0.5,0,0.75,0.25,
40,0,0.25,0,0.75,0.25,0.75,0.25,0.5,0.5,0.75,0,0.25,
41,0,0.5,0,0,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0,
42,0.25,0.25,0.75,0.5,0.25,0.75,0,0.25,0.75,0.25,0.25,0.25,
43,0.75,0,0,0.25,0.25,0,0.75,0.5,0.25,0.75,0,0.75,
44,0.75,0.5,0,0.75,0.75,0.25,0,0.5,0,0.5,0.5,0,
45,0.25,0.25,0.25,0.75,0.25,0.25,0.75,0.25,0.75,0.25,0.25,0.75,
46,0.5,0.75,0.75,0.25,0,0.5,0,0.25,0.5,0.75,0.5,0.75,
47,0.75,0.25,0,0.75,0.25,0.5,0.25,0.75,0.25,0.5,0.25,0.25,
48,0,0.5,0.25,0.75,0.5,0,0.75,0.25,0.5,0.75,0,0.75,
49,0.75,0.75,0.75,0.5,0.25,0.5,0.75,0.5,0.5,0.25,0,0.75,
50,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0,0.5,0.75,0,0.25,
51,0.75,0.25,0.25,0.75,0.5,0,0.75,0.25,0.5,0,0,0.5,
52,0.5,0.75,0.75,0.5,0,0,0,0.5,0.75,0.5,0.25,0,
53,0.75,0.75,0.75,0.25,0,0.75,0.5,0.5,0.5,0,0.5,0.25,
54,0.25,0.5,0.5,0,0.25,0.25,0,0.25,0.75,0.25,0.5,0.75,
55,0.25,0.5,0.25,0.5,0,0.25,0.25,0,0.5,0.5,0.75,0,
56,0.5,0,0.75,0.75,0.5,0.25,0.5,0.25,0.25,0,0.5,0.25,
57,0.5,0.75,0.75,0.25,0.75,0.25,0,0,0.75,0,0.25,0.25,
58,0,0,0,0,0,0.5,0.25,0,0.5,0,0.25,0,
59,0.75,0,0,0.25,0.5,0.5,0,0.5,0,0.75,0.75,0,
60,0.75,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0,
61,0.75,0,0,0,0.75,0,0,0.75,0.25,0.75,0.5,0.25,
62,0.75,0.25,0.25,0,0.25,0,0.5,0.75,0.5,0,0.25,0.75,
63,0,0.5,0,0,0.25,0,0.25,0.5,0,0,0.5,0.25,
64,0,0,0.75,0.5,0.25,0.5,0.75,0.5,0.75,0.25,0.75,0.25,
65,0.25,0.25,0.5,0.25,0.25,0.5,0,0.25,0.5,0.25,0.5,0,
66,0.5,0,0.5,0,0,0.75,0,0.75,0.25,0.5,0.5,0.25,
67,0.25,0.5,0.25,0.5,0.75,0.75,0,0.25,0,0.25,0.75,0,
68,0.25,0.5,0.25,0.25,0.5,0,0.5,0.25,0,0.75,0,0.25,
69,0.25,0,0.25,0.5,0.5,0.75,0.25,0.75,0.25,0,0.5,0.5,
